id_data,lokasi_awal_user,durasi_perjalanan,jumlah_hari,jumlah_orang,budget,segmen_budget,jenis_transportasi,preferensi_penginapan,preferensi_kategori,preferensi_aktivitas,nama_wisata,kategori_wisata,kota_tujuan,latitude,longitude,koordinat_destinasi,alamat,deskripsi_wisata,kecocokan_kategori,kecocokan_aktivitas,kecocokan_budget,kecocokan_jarak,estimasi_jarak_km,estimasi_waktu_menit,estimasi_biaya_transportasi,estimasi_biaya_penginapan,estimasi_biaya_makan,estimasi_biaya_tiket,total_estimasi_biaya,status_budget,label_rekomendasi
BDG-TRV-0900,Tasikmalaya,2 hari 1 malam,2,1,1137000,standar,mobil,hemat,alam,alam,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,1,1,0,0,340.66,557,2044000,180000,140000,30000,2394000,melebihi budget,0
BDG-TRV-0901,Bogor,2 hari 1 malam,2,2,1895000,hemat,transportasi umum,hemat,wisata tematik,foto-foto,Dago Dreampark,wisata tematik,Kabupaten Bandung Barat,-6.8486,107.6246,"-6.8486,107.6246","Jl. Dago Giri, Mekarwangi, Lembang, Kabupaten Bandung Barat","Dago Dreampark adalah wisata tematik keluarga dengan wahana permainan, spot foto, dan suasana alam di kawasan Lembang.",1,1,1,1,213.58,440,769000,180000,280000,130000,1359000,sesuai,1
BDG-TRV-0902,Kabupaten Bandung,2 hari 1 malam,2,1,337000,hemat,transportasi umum,hemat,edukasi,sejarah,Museum Konferensi Asia Afrika,museum,Kota Bandung,-6.921,107.6097,"-6.921,107.6097","Jl. Asia Afrika No.65, Braga, Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika menyajikan sejarah Konferensi Asia Afrika dan cocok untuk wisata edukasi, sejarah, serta kunjungan pelajar.",1,1,0,1,38.71,58,139000,180000,140000,15000,474000,melebihi budget,0
BDG-TRV-0903,Jakarta,3 hari 2 malam,3,2,1800000,hemat,mobil,hemat,wisata edukasi,edukasi,Jendela Alam,wisata edukasi,Kabupaten Bandung Barat,-6.8287,107.5976,"-6.8287,107.5976","Komplek Graha Puspa, Lembang, Kabupaten Bandung Barat","Jendela Alam adalah wisata edukasi keluarga yang mengenalkan aktivitas pertanian, peternakan, dan lingkungan alam.",1,1,0,0,255.97,576,1536000,360000,420000,50000,2366000,melebihi budget,0
BDG-TRV-0904,Kabupaten Bandung,3 hari 2 malam,3,2,1137000,standar,transportasi umum,hemat,edukasi,edukasi,Gedung Sate,wisata edukasi,Kota Bandung,-6.9025,107.6188,"-6.9025,107.6188","Jl. Diponegoro No.22, Citarum, Bandung Wetan, Kota Bandung",Gedung Sate adalah ikon Kota Bandung yang dikenal sebagai bangunan bersejarah dengan arsitektur khas dan nilai edukasi sejarah pemerintahan Jawa Barat.,1,1,0,1,136.8,309,492000,360000,420000,50000,1322000,melebihi budget,0
BDG-TRV-0905,Garut,3 hari 2 malam,3,3,2147000,standar,transportasi umum,standar,wisata edukasi,keluarga,Saung Angklung Udjo,wisata edukasi,Kota Bandung,-6.8992,107.6542,"-6.8992,107.6542","Jl. Padasuka No.118, Pasirlayung, Cibeunying Kidul, Kota Bandung","Saung Angklung Udjo adalah destinasi budaya dan edukasi yang menampilkan pertunjukan angklung, seni Sunda, dan aktivitas keluarga.",1,1,1,1,83.66,176,301000,640000,630000,75000,1646000,sesuai,1
BDG-TRV-0906,Jakarta,4 hari 3 malam,4,1,3016000,premium,mobil,nyaman,wisata religi,keluarga,Masjid Raya Bandung,wisata religi,Kota Bandung,-6.9216,107.6068,"-6.9216,107.6068","Jl. Dalem Kaum, Balonggede, Regol, Kota Bandung",Masjid Raya Bandung merupakan destinasi wisata religi di kawasan Alun-Alun Bandung dengan arsitektur megah dan suasana pusat kota yang ramai.,1,1,1,1,172.67,370,1036000,1560000,280000,0,2876000,sesuai,1
BDG-TRV-0907,Kota Bandung,1 hari,1,4,704000,hemat,mobil,tanpa penginapan,wisata alam,sejarah,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",0,0,1,1,22.41,41,134000,0,280000,80000,494000,sesuai,0
BDG-TRV-0908,Bogor,4 hari 3 malam,4,1,752000,hemat,motor,standar,mall,santai,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",1,1,0,0,375.57,784,1052000,960000,280000,10000,2302000,melebihi budget,0
BDG-TRV-0909,Tasikmalaya,1 hari,1,5,3149000,premium,motor,tanpa penginapan,kebun binatang,keluarga,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,0,230.18,402,645000,0,350000,250000,1245000,sesuai,0
BDG-TRV-0910,Kota Bandung,1 hari,1,3,4074000,premium,mobil,tanpa penginapan,alam,kuliner,Dusun Bambu,wisata alam,Kabupaten Bandung Barat,-6.789,107.5788,"-6.789,107.5788","Jl. Kolonel Masturi KM 11, Cisarua, Kabupaten Bandung Barat","Dusun Bambu adalah destinasi wisata alam dan kuliner keluarga dengan pemandangan pegunungan, taman, dan area rekreasi.",1,1,1,1,40.11,73,241000,0,210000,90000,541000,sesuai,1
BDG-TRV-0911,Tasikmalaya,3 hari 2 malam,3,2,550000,hemat,transportasi umum,standar,kebun binatang,belanja,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,0,0,0,1,154.48,244,556000,640000,420000,70000,1686000,melebihi budget,0
BDG-TRV-0912,Cimahi,1 hari,1,2,3456000,premium,transportasi umum,tanpa penginapan,wisata religi,sejarah,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",0,1,1,1,31.24,61,112000,0,140000,30000,282000,sesuai,0
BDG-TRV-0913,Jakarta,1 hari,1,2,3557000,premium,mobil,tanpa penginapan,wisata kuliner,sejarah,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,0,1,0,232.78,505,1397000,0,140000,30000,1567000,sesuai,0
BDG-TRV-0914,Jakarta,2 hari 1 malam,2,4,2485000,hemat,motor,standar,wisata alam,healing,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,1,1,1,1,238.32,483,667000,320000,560000,120000,1667000,sesuai,1
BDG-TRV-0915,Garut,4 hari 3 malam,4,2,3138000,hemat,mobil,nyaman,kuliner,keluarga,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,1,133.42,278,801000,1560000,560000,30000,2951000,sesuai,1
BDG-TRV-0916,Depok,1 hari,1,3,664000,hemat,motor,tanpa penginapan,belanja,kuliner,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",1,1,0,0,328.01,726,918000,0,210000,30000,1158000,melebihi budget,0
BDG-TRV-0917,Garut,2 hari 1 malam,2,2,1321000,hemat,transportasi umum,standar,wisata alam,healing,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,1,1,1,1,141.51,288,509000,320000,280000,60000,1169000,sesuai,1
BDG-TRV-0918,Garut,1 hari,1,1,2854000,premium,mobil,tanpa penginapan,kuliner,keluarga,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,108.25,169,650000,0,70000,15000,735000,sesuai,1
BDG-TRV-0919,Bekasi,3 hari 2 malam,3,5,4463000,premium,mobil,hemat,belanja,keluarga,Cihampelas Walk,mall,Kota Bandung,-6.894,107.6042,"-6.894,107.6042","Jl. Cihampelas No.160, Cipaganti, Coblong, Kota Bandung",Cihampelas Walk adalah pusat belanja dan kuliner dengan konsep ruang terbuka yang cocok untuk jalan santai dan hiburan keluarga.,1,0,1,1,132.88,218,797000,360000,1050000,50000,2257000,sesuai,0
BDG-TRV-0920,Cimahi,1 hari,1,4,1284000,hemat,transportasi umum,tanpa penginapan,wisata alam,alam,Dusun Bambu,wisata alam,Kabupaten Bandung Barat,-6.789,107.5788,"-6.789,107.5788","Jl. Kolonel Masturi KM 11, Cisarua, Kabupaten Bandung Barat","Dusun Bambu adalah destinasi wisata alam dan kuliner keluarga dengan pemandangan pegunungan, taman, dan area rekreasi.",1,1,1,1,71.14,150,256000,0,280000,120000,656000,sesuai,1
BDG-TRV-0921,Depok,3 hari 2 malam,3,3,4371000,premium,motor,standar,wisata kuliner,santai,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,1,1,184.13,328,516000,640000,630000,45000,1831000,sesuai,1
BDG-TRV-0922,Kota Bandung,1 hari,1,2,433000,hemat,mobil,tanpa penginapan,wisata kota,santai,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",0,1,1,1,7.94,18,48000,0,140000,40000,228000,sesuai,0
BDG-TRV-0923,Kota Bandung,2 hari 1 malam,2,1,2412000,standar,motor,hemat,alam,healing,Curug Cimahi,wisata alam,Kabupaten Bandung Barat,-6.7986,107.5775,"-6.7986,107.5775","Kertawangi, Cisarua, Kabupaten Bandung Barat",Curug Cimahi adalah wisata air terjun di Bandung Barat dengan jalur trekking ringan dan suasana alam yang sejuk.,1,1,1,1,37.09,78,104000,180000,140000,30000,454000,sesuai,1
BDG-TRV-0924,Garut,2 hari 1 malam,2,1,1868000,standar,transportasi umum,standar,wisata religi,foto-foto,Masjid Raya Bandung,wisata religi,Kota Bandung,-6.9216,107.6068,"-6.9216,107.6068","Jl. Dalem Kaum, Balonggede, Regol, Kota Bandung",Masjid Raya Bandung merupakan destinasi wisata religi di kawasan Alun-Alun Bandung dengan arsitektur megah dan suasana pusat kota yang ramai.,1,1,1,1,106.22,180,382000,320000,140000,0,842000,sesuai,1
BDG-TRV-0925,Tasikmalaya,2 hari 1 malam,2,3,2657000,standar,mobil,hemat,alam,santai,Situ Patenggang,wisata alam,Kabupaten Bandung,-7.166,107.3589,"-7.166,107.3589","Patengan, Rancabali, Kabupaten Bandung","Situ Patenggang adalah danau wisata di kawasan Ciwidey yang cocok untuk menikmati alam, berfoto, dan rekreasi keluarga.",1,1,1,1,181.91,335,1091000,180000,420000,90000,1781000,sesuai,1
BDG-TRV-0926,Bekasi,1 hari,1,3,1255000,hemat,motor,tanpa penginapan,gunung,foto-foto,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,1,1,1,233.74,390,654000,0,210000,105000,969000,sesuai,1
BDG-TRV-0927,Tasikmalaya,1 hari,1,2,438000,hemat,transportasi umum,tanpa penginapan,foto-foto,santai,Jalan Braga,wisata kota,Kota Bandung,-6.9175,107.6098,"-6.9175,107.6098","Jl. Braga, Braga, Sumur Bandung, Kota Bandung","Jalan Braga adalah kawasan wisata kota dengan nuansa klasik, bangunan bersejarah, kafe, kuliner, dan spot foto yang populer di Bandung.",1,1,0,0,134.63,279,485000,0,140000,10000,635000,melebihi budget,0
BDG-TRV-0928,Depok,1 hari,1,1,4498000,premium,motor,tanpa penginapan,wisata kuliner,budaya,Saung Angklung Udjo,wisata edukasi,Kota Bandung,-6.8992,107.6542,"-6.8992,107.6542","Jl. Padasuka No.118, Pasirlayung, Cibeunying Kidul, Kota Bandung","Saung Angklung Udjo adalah destinasi budaya dan edukasi yang menampilkan pertunjukan angklung, seni Sunda, dan aktivitas keluarga.",0,1,1,0,162.73,256,456000,0,70000,25000,551000,sesuai,0
BDG-TRV-0929,Garut,2 hari 1 malam,2,5,1632000,hemat,transportasi umum,standar,wisata kuliner,kuliner,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,1,105.43,239,380000,320000,700000,75000,1475000,sesuai,1
BDG-TRV-0930,Garut,2 hari 1 malam,2,1,459000,hemat,motor,hemat,mall,religi,Masjid Raya Bandung,wisata religi,Kota Bandung,-6.9216,107.6068,"-6.9216,107.6068","Jl. Dalem Kaum, Balonggede, Regol, Kota Bandung",Masjid Raya Bandung merupakan destinasi wisata religi di kawasan Alun-Alun Bandung dengan arsitektur megah dan suasana pusat kota yang ramai.,0,1,0,1,100.19,159,281000,180000,140000,0,601000,melebihi budget,0
BDG-TRV-0931,Depok,3 hari 2 malam,3,3,878000,hemat,transportasi umum,standar,mall,sejarah,Paskal 23 Bandung,mall,Kota Bandung,-6.9147,107.5918,"-6.9147,107.5918","Jl. Pasir Kaliki No.25-27, Kebon Jeruk, Andir, Kota Bandung",Paskal 23 Bandung adalah pusat perbelanjaan dan kuliner modern yang dekat dengan kawasan stasiun dan pusat kota.,1,0,0,1,164.73,268,593000,640000,630000,30000,1893000,melebihi budget,0
BDG-TRV-0932,Kota Bandung,2 hari 1 malam,2,1,2283000,standar,mobil,hemat,kuliner,keluarga,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,19.09,32,115000,180000,140000,15000,450000,sesuai,1
BDG-TRV-0933,Tasikmalaya,1 hari,1,5,2976000,premium,mobil,tanpa penginapan,wisata edukasi,religi,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",0,0,1,0,193.95,345,1164000,0,350000,75000,1589000,sesuai,0
BDG-TRV-0934,Depok,2 hari 1 malam,2,2,2660000,hemat,mobil,nyaman,wisata kuliner,foto-foto,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,1,1,189.03,382,1134000,520000,280000,30000,1964000,sesuai,1
BDG-TRV-0935,Kota Bandung,3 hari 2 malam,3,4,2218000,standar,mobil,hemat,belanja,alam,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",1,0,1,1,10.5,21,63000,360000,840000,40000,1303000,sesuai,0
BDG-TRV-0936,Tasikmalaya,2 hari 1 malam,2,4,3952000,premium,motor,hemat,wisata alam,belanja,Paris Van Java Mall,mall,Kota Bandung,-6.8893,107.5966,"-6.8893,107.5966","Jl. Sukajadi No.131-139, Cipedes, Sukajadi, Kota Bandung","Paris Van Java Mall adalah pusat belanja bergaya terbuka yang menawarkan kuliner, hiburan, fashion, dan suasana santai di Kota Bandung.",0,1,1,1,133.32,302,373000,180000,560000,40000,1153000,sesuai,0
BDG-TRV-0937,Depok,2 hari 1 malam,2,2,1905000,standar,transportasi umum,hemat,gunung,healing,Jendela Alam,wisata edukasi,Kabupaten Bandung Barat,-6.8287,107.5976,"-6.8287,107.5976","Komplek Graha Puspa, Lembang, Kabupaten Bandung Barat","Jendela Alam adalah wisata edukasi keluarga yang mengenalkan aktivitas pertanian, peternakan, dan lingkungan alam.",0,0,1,1,203.8,420,734000,180000,280000,50000,1244000,sesuai,0
BDG-TRV-0938,Tasikmalaya,3 hari 2 malam,3,4,2100000,standar,mobil,standar,kuliner,foto-foto,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,0,1,150.33,314,902000,640000,840000,80000,2462000,melebihi budget,0
BDG-TRV-0939,Jakarta,2 hari 1 malam,2,5,2377000,hemat,motor,standar,edukasi,sejarah,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,1,196.61,369,551000,320000,700000,75000,1646000,sesuai,1
BDG-TRV-0940,Depok,3 hari 2 malam,3,4,2127000,standar,motor,nyaman,mall,healing,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",1,0,0,1,208.87,421,585000,1040000,840000,40000,2505000,melebihi budget,0
BDG-TRV-0941,Cimahi,4 hari 3 malam,4,1,1552000,hemat,transportasi umum,nyaman,museum,foto-foto,Museum Konferensi Asia Afrika,museum,Kota Bandung,-6.921,107.6097,"-6.921,107.6097","Jl. Asia Afrika No.65, Braga, Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika menyajikan sejarah Konferensi Asia Afrika dan cocok untuk wisata edukasi, sejarah, serta kunjungan pelajar.",1,1,0,1,17.07,32,61000,1560000,280000,15000,1916000,melebihi budget,0
BDG-TRV-0942,Bekasi,2 hari 1 malam,2,2,1138000,standar,transportasi umum,standar,belanja,kuliner,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",1,1,0,1,185.77,336,669000,320000,280000,20000,1289000,melebihi budget,0
BDG-TRV-0943,Garut,1 hari,1,2,1387000,hemat,mobil,tanpa penginapan,edukasi,keluarga,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,1,117.44,207,705000,0,140000,30000,875000,sesuai,1
BDG-TRV-0944,Cimahi,2 hari 1 malam,2,2,1295000,hemat,mobil,standar,alam,alam,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,1,1,1,1,76.11,118,457000,320000,280000,60000,1117000,sesuai,1
BDG-TRV-0945,Depok,1 hari,1,1,1770000,standar,motor,tanpa penginapan,wisata tematik,keluarga,Farm House Lembang,wisata tematik,Kabupaten Bandung Barat,-6.8325,107.605,"-6.8325,107.605","Jl. Raya Lembang No.108, Gudangkahuripan, Lembang","Farm House Lembang adalah wisata tematik dengan nuansa Eropa, spot foto, taman, dan area rekreasi keluarga.",1,1,1,1,233.63,454,654000,0,70000,65000,789000,sesuai,1
BDG-TRV-0946,Tasikmalaya,1 hari,1,1,1028000,standar,mobil,tanpa penginapan,wisata kuliner,santai,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,0,0,284.14,572,1705000,0,70000,15000,1790000,melebihi budget,0
BDG-TRV-0947,Bekasi,4 hari 3 malam,4,3,1739000,standar,motor,standar,museum,sejarah,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,0,1,140.4,224,393000,960000,840000,45000,2238000,melebihi budget,0
BDG-TRV-0948,Bekasi,1 hari,1,2,854000,hemat,motor,tanpa penginapan,wisata edukasi,healing,Jendela Alam,wisata edukasi,Kabupaten Bandung Barat,-6.8287,107.5976,"-6.8287,107.5976","Komplek Graha Puspa, Lembang, Kabupaten Bandung Barat","Jendela Alam adalah wisata edukasi keluarga yang mengenalkan aktivitas pertanian, peternakan, dan lingkungan alam.",1,0,1,0,209.75,431,587000,0,140000,50000,777000,sesuai,0
BDG-TRV-0949,Bekasi,3 hari 2 malam,3,2,2768000,standar,transportasi umum,nyaman,belanja,belanja,Paris Van Java Mall,mall,Kota Bandung,-6.8893,107.5966,"-6.8893,107.5966","Jl. Sukajadi No.131-139, Cipedes, Sukajadi, Kota Bandung","Paris Van Java Mall adalah pusat belanja bergaya terbuka yang menawarkan kuliner, hiburan, fashion, dan suasana santai di Kota Bandung.",1,1,1,1,166.38,333,599000,1040000,420000,20000,2079000,sesuai,1
